id,label,filepath,label_name,oof_fold
Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_10.jpg,0,/kaggle/input/competitions/lizard-prediction-thomas-more/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_10.jpg,Black_spiny_tailed_iguana,2
Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_100.jpg,0,/kaggle/input/competitions/lizard-prediction-thomas-more/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_100.jpg,Black_spiny_tailed_iguana,1
Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_101.jpg,0,/kaggle/input/competitions/lizard-prediction-thomas-more/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_101.jpg,Black_spiny_tailed_iguana,2
Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_102.jpg,0,/kaggle/input/competitions/lizard-prediction-thomas-more/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_102.jpg,Black_spiny_tailed_iguana,3
Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_103.jpg,0,/kaggle/input/competitions/lizard-prediction-thomas-more/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_103.jpg,Black_spiny_tailed_iguana,2
Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_105.jpg,0,/kaggle/input/competitions/lizard-prediction-thomas-more/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_105.jpg,Black_spiny_tailed_iguana,3
Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_106.jpg,0,/kaggle/input/competitions/lizard-prediction-thomas-more/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_106.jpg,Black_spiny_tailed_iguana,2
Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_107.jpg,0,/kaggle/input/competitions/lizard-prediction-thomas-more/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_107.jpg,Black_spiny_tailed_iguana,2
Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_108.jpg,0,/kaggle/input/competitions/lizard-prediction-thomas-more/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_108.jpg,Black_spiny_tailed_iguana,2
Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_109.jpg,0,/kaggle/input/competitions/lizard-prediction-thomas-more/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_109.jpg,Black_spiny_tailed_iguana,3
Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_11.jpg,0,/kaggle/input/competitions/lizard-prediction-thomas-more/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_11.jpg,Black_spiny_tailed_iguana,3
Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_110.jpg,0,/kaggle/input/competitions/lizard-prediction-thomas-more/train/Black_spiny_tailed_iguana/Black_spiny-tailed_iguana_Black_spiny-tailed_iguana_110.jpg,Black_spiny_tailed_iguana,3
